ID	Description	geneID	status	celltype	Tissue	dataset	Dataset name
GO:0090335	regulation of brown fat cell differentiation	MAPK14	Up	C9_Granulocytes_Immature_LTF	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0045923	positive regulation of fatty acid metabolic process	ANXA1	Up	C9_Granulocytes_Immature_LTF	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0006636	unsaturated fatty acid biosynthetic process	ANXA1	Up	C9_Granulocytes_Immature_LTF	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0050873	brown fat cell differentiation	MAPK14	Up	C9_Granulocytes_Immature_LTF	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0042304	regulation of fatty acid biosynthetic process	ANXA1	Up	C9_Granulocytes_Immature_LTF	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0015909	long-chain fatty acid transport	ANXA1	Up	C9_Granulocytes_Immature_LTF	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0045600	positive regulation of fat cell differentiation	MAPK14	Up	C9_Granulocytes_Immature_LTF	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0046889	positive regulation of lipid biosynthetic process	ANXA1	Up	C9_Granulocytes_Immature_LTF	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0019217	regulation of fatty acid metabolic process	ANXA1	Up	C9_Granulocytes_Immature_LTF	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0019395	fatty acid oxidation	MAPK14	Up	C9_Granulocytes_Immature_LTF	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0034440	lipid oxidation	MAPK14	Up	C9_Granulocytes_Immature_LTF	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0033559	unsaturated fatty acid metabolic process	ANXA1	Up	C9_Granulocytes_Immature_LTF	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0015908	fatty acid transport	ANXA1	Up	C9_Granulocytes_Immature_LTF	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0045834	positive regulation of lipid metabolic process	ANXA1	Up	C9_Granulocytes_Immature_LTF	Blood	GSE157344_Blood	Bost P et al. (Blood)
GO:0015914	phospholipid transport	OSBPL10/ATP8A1/PRELID2/ATP10B/ANO6/ATP11A/ATP10A/ABCC1/PITPNC1/ATP8B1/ATP9B/ATP9A/XKR6/XKR9/PITPNM2/ABCA3/CERT1/PITPNB/LDLR	Down	C17_Neutrophils_NFKBIA	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0006869	lipid transport	ABCD3/VPS54/ITGAV/GULP1/PPARG/OSBPL10/ATP8A1/PRELID2/ATP10B/OSBPL3/ESYT2/VPS13B/TTC39B/VPS13A/CHKA/LRP6/ANO6/LIMA1/ABCC4/ATP11A/ATP10A/ANXA2/VPS13C/ABCC1/SPNS2/ABCC3/PITPNC1/ATP8B1/ATP9B/ATP9A/SREBF2/PLA2R1/CAV1/XKR6/XKR9/PITPNM2/ABCA3/CFTR/CERT1/PRKN/RELCH/KCNQ1/CRY1/VPS13D/NPC1/PITPNB/EEPD1/ABCA13/VPS53/HDLBP/OSBPL9/SLCO3A1/KDM5B/SPG11/LDLR	Down	C17_Neutrophils_NFKBIA	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0045444	fat cell differentiation	PER2/PPARG/WWTR1/TRIO/BBS9/STK3/LRP5/YAP1/ZBTB16/TCF7L2/GRK5/FERMT2/RORA/SMAD3/FTO/ZBTB7C/PLCB1/ASXL1/ADGRF5/LMO3/PRDM16/WIF1/FAM120B/ARID5B/KLF5/WDFY2/RREB1/NR4A1/CTBP2/SORT1/ZNF516/TBL1XR1/NIPBL/PIAS1	Down	C17_Neutrophils_NFKBIA	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0034204	lipid translocation	ATP8A1/ATP10B/ANO6/ATP11A/ATP10A/ABCC1/ATP8B1/ATP9B/ATP9A/XKR6/XKR9/ABCA3	Down	C17_Neutrophils_NFKBIA	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0045332	phospholipid translocation	ATP8A1/ATP10B/ANO6/ATP11A/ATP10A/ABCC1/ATP8B1/ATP9B/ATP9A/XKR6/XKR9	Down	C17_Neutrophils_NFKBIA	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0097035	regulation of membrane lipid distribution	ATP8A1/ATP10B/ANO6/ATP11A/ATP10A/ABCC1/ATP8B1/ATP9B/ATP9A/XKR6/XKR9/ABCA3	Down	C17_Neutrophils_NFKBIA	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0045444	fat cell differentiation	SOD2/CEBPB/ZFP36/ZFP36L1/RGS2/LRG1/FFAR2/PTGS2/CEBPD/STK4/FOSL2/PIM1/DDIT3/METRNL/TGFB1/GPX1/INSIG1/KLF4	Up	C17_Neutrophils_NFKBIA	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0045723	positive regulation of fatty acid biosynthetic process	IL1B/PTGS2/CD74/MID1IP1	Up	C17_Neutrophils_NFKBIA	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0045599	negative regulation of fat cell differentiation	RORA/ZFPM2/YAP1/RUNX1T1/FOXO1/WWTR1/MMP11/TRIO/FERMT2/ANKRD26	Down	C2_Fibroblasts_H3F3A	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0045444	fat cell differentiation	RORA/ZBTB16/ZFPM2/PDGFRA/YAP1/RUNX1T1/BBS9/ZBTB7C/FOXO1/GRK5/WWTR1/FTO/MMP11/TRIO/FERMT2/STK3/PLCB1/PER2/TCF7L2/FAM120B/ANKRD26	Down	C2_Fibroblasts_H3F3A	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0045598	regulation of fat cell differentiation	RORA/ZBTB16/ZFPM2/YAP1/RUNX1T1/ZBTB7C/FOXO1/WWTR1/FTO/MMP11/TRIO/FERMT2/STK3/ANKRD26	Down	C2_Fibroblasts_H3F3A	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0045444	fat cell differentiation	SOD2/CEBPB/ZFP36/GPX1/ID2/ZFP36L1/RGS2/STK4/METRNL/XBP1/CEBPD/DDIT3/PIM1/ERO1A/MAFB/INSIG1/KLF4/PTGS2/FOSL2/TNF/FFAR2/LRG1/HES1	Up	C2_Fibroblasts_H3F3A	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0045598	regulation of fat cell differentiation	SOD2/CEBPB/ZFP36/ID2/ZFP36L1/STK4/METRNL/XBP1/DDIT3/PIM1/INSIG1/PTGS2/TNF/HES1	Up	C2_Fibroblasts_H3F3A	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0045600	positive regulation of fat cell differentiation	CEBPB/ZFP36/ID2/ZFP36L1/STK4/METRNL/XBP1/PIM1/PTGS2	Up	C2_Fibroblasts_H3F3A	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	CD74/IL1B/PTGS2/FABP5	Up	C2_Fibroblasts_H3F3A	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0019915	lipid storage	NFKBIA/NPC2/IL1B/PLIN2/HEXB/EHD1/HEXA/TNF/FFAR2/HILPDA	Up	C2_Fibroblasts_H3F3A	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0050995	negative regulation of lipid catabolic process	IL1B/SORL1/HCAR2/TNF/APOC1	Up	C2_Fibroblasts_H3F3A	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:1905954	positive regulation of lipid localization	NFKBIA/ACSL1/IL1B/DBI/PLIN2/PRELID1/MIF/ANXA2/EHD1/SPP1/HILPDA	Up	C2_Fibroblasts_H3F3A	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0050873	brown fat cell differentiation	CEBPB/RGS2/METRNL/PIM1/ERO1A/PTGS2/LRG1	Up	C2_Fibroblasts_H3F3A	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0042304	regulation of fatty acid biosynthetic process	CD74/IL1B/INSIG1/PTGS2/FABP5/MID1IP1/APOC1	Up	C2_Fibroblasts_H3F3A	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0030149	sphingolipid catabolic process	ASAH1/PPT1/HEXB/NEU1/HEXA	Up	C2_Fibroblasts_H3F3A	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:1905952	regulation of lipid localization	NFKBIA/ACSL1/TSPO/IL1B/DBI/PLIN2/PRELID1/MIF/ANXA2/EHD1/SPP1/TNF/APOC1/HILPDA	Up	C2_Fibroblasts_H3F3A	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	FABP5/IL1B/CD74/ANXA1/PTGS2	Up	C9_Macrophages_C1QA	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:1905952	regulation of lipid localization	DBI/PRELID1/LAMTOR1/NFKBIA/ANXA2/MIF/TSPO/IL1B/PLIN2/APOC1/EHD1/RETN/SPP1/APOE/IL6/THBS1	Up	C9_Macrophages_C1QA	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:1905954	positive regulation of lipid localization	DBI/PRELID1/NFKBIA/ANXA2/MIF/IL1B/PLIN2/EHD1/RETN/SPP1/APOE	Up	C9_Macrophages_C1QA	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0033559	unsaturated fatty acid metabolic process	GPX1/GSTP1/GPX4/MIF/FABP5/IL1B/CD74/MGST3/ANXA1/CYP1B1/PTGS2	Up	C9_Macrophages_C1QA	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0032368	regulation of lipid transport	DBI/PRELID1/LAMTOR1/NFKBIA/ANXA2/MIF/TSPO/IL1B/APOC1/RETN/SPP1/APOE/THBS1	Up	C9_Macrophages_C1QA	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0032370	positive regulation of lipid transport	DBI/PRELID1/NFKBIA/ANXA2/MIF/IL1B/RETN/SPP1/APOE	Up	C9_Macrophages_C1QA	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0140353	lipid export from cell	MIF/TSPO/IL1B/PTGS2/RETN/SPP1	Up	C9_Macrophages_C1QA	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0045444	fat cell differentiation	GPX1/SOD2/KLF4/METRNL/CEBPB/ZFP36/ID2/MAFB/XBP1/PIM1/CEBPD/PTGS2/RGS2/RETN/IL6/FABP4	Up	C9_Macrophages_C1QA	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0015909	long-chain fatty acid transport	MIF/FABP5/PLIN2/ANXA1/APOE/THBS1/FABP4	Up	C9_Macrophages_C1QA	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0006636	unsaturated fatty acid biosynthetic process	MIF/FABP5/IL1B/CD74/ANXA1/PTGS2	Up	C9_Macrophages_C1QA	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0045600	positive regulation of fat cell differentiation	METRNL/CEBPB/ZFP36/ID2/XBP1/PIM1/PTGS2	Up	C9_Macrophages_C1QA	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0050873	brown fat cell differentiation	METRNL/CEBPB/PIM1/PTGS2/RGS2/FABP4	Up	C9_Macrophages_C1QA	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0045723	positive regulation of fatty acid biosynthetic process	IL1B/CD74/ANXA1/PTGS2	Up	C9_Macrophages_C1QA	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0042304	regulation of fatty acid biosynthetic process	FABP5/IL1B/CD74/ANXA1/APOC1/PTGS2	Up	C9_Macrophages_C1QA	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0015908	fatty acid transport	MIF/FABP5/IL1B/PLIN2/ANXA1/PTGS2/APOE/THBS1/FABP4	Up	C9_Macrophages_C1QA	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:2001140	positive regulation of phospholipid transport	DBI/PRELID1/APOE	Up	C9_Macrophages_C1QA	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:2001138	regulation of phospholipid transport	DBI/PRELID1/APOE	Up	C9_Macrophages_C1QA	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0046890	regulation of lipid biosynthetic process	TSPO/FABP5/SOD1/IL1B/CD74/ANXA1/ASAH1/APOC1/ADM/EGR1/PTGS2/APOE	Up	C9_Macrophages_C1QA	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0090336	positive regulation of brown fat cell differentiation	METRNL/PIM1/PTGS2	Up	C9_Macrophages_C1QA	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0033559	unsaturated fatty acid metabolic process	GSTP1/GPX4/CD74/GPX1/MIF/ANXA1/GSTA1/MGST3/PTGES3/IL1B/ALOX15	Up	C6_Epithelial_DNAH11	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0045444	fat cell differentiation	BBS9/FTO/ZBTB16/TRIO/STK3/TBL1XR1/LMO3/WWTR1/TCF7L2/FAM120B/ANKRD26/WNT5B/NIPBL/PIAS1/CTBP2/PPARGC1A/FOXO1/ZBTB7C/YAP1/ZNF516	Down	C6_Epithelial_DNAH11	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	CD74/ANXA1/FABP5/IL1B	Up	C12_CD4 effector_FAS	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:2001140	positive regulation of phospholipid transport	DBI/PRELID1/APOE	Up	C12_CD4 effector_FAS	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	CD74/IL1B/FABP5/ANXA1/PTGS2	Up	Unknown	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0033559	unsaturated fatty acid metabolic process	GPX1/GSTP1/CD74/GPX4/IL1B/MIF/FABP5/ANXA1/GSTA1/ALOX15/PTGS2	Up	Unknown	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0006636	unsaturated fatty acid biosynthetic process	CD74/IL1B/MIF/FABP5/ANXA1/ALOX15/PTGS2	Up	Unknown	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0032370	positive regulation of lipid transport	NFKBIA/DBI/IL1B/MIF/PRELID1/SPP1/ACSL1/APOE	Up	Unknown	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0045723	positive regulation of fatty acid biosynthetic process	CD74/IL1B/ANXA1/PTGS2	Up	Unknown	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0042304	regulation of fatty acid biosynthetic process	CD74/IL1B/FABP5/ANXA1/APOC1/PTGS2	Up	Unknown	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:1905954	positive regulation of lipid localization	NFKBIA/DBI/IL1B/MIF/PRELID1/SPP1/ACSL1/PLIN2/APOE	Up	Unknown	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0032368	regulation of lipid transport	NFKBIA/TSPO/DBI/IL1B/MIF/LAMTOR1/PRELID1/SPP1/ACSL1/APOC1/APOE	Up	Unknown	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:2001140	positive regulation of phospholipid transport	DBI/PRELID1/APOE	Up	Unknown	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0045444	fat cell differentiation	TCF7L2/TRIO/STK3/GRK5/PLCB1/ZBTB16/SMAD3/BBS9/FTO/NIPBL/FOXO1/PRDM16/PPARG/CTBP2/PIAS1/RREB1/RORA/YAP1/FAM120B/TBL1XR1/ZNF516/LMO3/ADGRF5/LRP5/ERO1A/ARID5B	Down	Unknown	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	IL1B/CD74/FABP5/PTGS2/ANXA1	Up	C10_Macrophages_DOCK2	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0032370	positive regulation of lipid transport	IL1B/DBI/PRELID1/TREM2/NFKBIA/ANXA2/RETN/APOE/MIF/SPP1	Up	C10_Macrophages_DOCK2	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:1905954	positive regulation of lipid localization	IL1B/DBI/PRELID1/TREM2/PLIN2/NFKBIA/ANXA2/RETN/APOE/MIF/SPP1	Up	C10_Macrophages_DOCK2	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0033559	unsaturated fatty acid metabolic process	MGST3/CYP1B1/IL1B/GPX1/CD74/FABP5/GSTP1/GPX4/MIF/PTGS2/ANXA1	Up	C10_Macrophages_DOCK2	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0032368	regulation of lipid transport	IL1B/DBI/PRELID1/TREM2/LAMTOR1/NFKBIA/ANXA2/RETN/APOE/APOC1/MIF/TSPO/SPP1	Up	C10_Macrophages_DOCK2	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:1905952	regulation of lipid localization	IL1B/DBI/PRELID1/TREM2/PLIN2/LAMTOR1/NFKBIA/ANXA2/RETN/APOE/APOC1/MIF/TSPO/SPP1	Up	C10_Macrophages_DOCK2	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0140353	lipid export from cell	IL1B/RETN/MIF/TSPO/PTGS2/SPP1	Up	C10_Macrophages_DOCK2	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0006636	unsaturated fatty acid biosynthetic process	IL1B/CD74/FABP5/MIF/PTGS2/ANXA1	Up	C10_Macrophages_DOCK2	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0045723	positive regulation of fatty acid biosynthetic process	IL1B/CD74/PTGS2/ANXA1	Up	C10_Macrophages_DOCK2	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0042304	regulation of fatty acid biosynthetic process	IL1B/CD74/FABP5/APOC1/PTGS2/ANXA1	Up	C10_Macrophages_DOCK2	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0033344	cholesterol efflux	TREM2/LAMTOR1/LIPA/NFKBIA/NPC2/APOE/APOC1	Up	C10_Macrophages_DOCK2	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0070341	fat cell proliferation	SQSTM1/TREM2/LIPA	Up	C10_Macrophages_DOCK2	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:2001140	positive regulation of phospholipid transport	DBI/PRELID1/APOE	Up	C10_Macrophages_DOCK2	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:2001138	regulation of phospholipid transport	DBI/PRELID1/APOE	Up	C10_Macrophages_DOCK2	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0045444	fat cell differentiation	ZBTB16/TRIO/STK3/BBS9/PLCB1/ASXL1/PIAS1/FOXO1/MAPK14/FTO/TCF7L2/CREB1/ZBTB7C/FAM120B/ALOX5/LRRC8C/NIPBL/ASXL2/CTBP2	Down	C10_Macrophages_DOCK2	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0070542	response to fatty acid	TBXAS1/PID1/PLCB1/FOXO1/PDK4/TLR2/FOXO3	Down	C10_Macrophages_DOCK2	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	FABP5/IL1B/ANXA1/CD74/PTGS2	Up	C15_B_memory_MS4A1	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0033559	unsaturated fatty acid metabolic process	GPX1/GPX4/GSTP1/MIF/FABP5/MGST3/IL1B/ANXA1/CD74/PTGS2	Up	C15_B_memory_MS4A1	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0006636	unsaturated fatty acid biosynthetic process	MIF/FABP5/IL1B/ANXA1/CD74/PTGS2	Up	C15_B_memory_MS4A1	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0032370	positive regulation of lipid transport	DBI/NFKBIA/PRELID1/MIF/ANXA2/IL1B/APOE/RETN	Up	C15_B_memory_MS4A1	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0045723	positive regulation of fatty acid biosynthetic process	IL1B/ANXA1/CD74/PTGS2	Up	C15_B_memory_MS4A1	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0045444	fat cell differentiation	GPX1/ZFP36/CEBPB/KLF4/ARL4A/SOD2/CEBPD/METRNL/ID2/RGS2/NR4A2/MAFB/ZFP36L1/ZFP36L2/RETN/PTGS2	Up	C15_B_memory_MS4A1	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0042304	regulation of fatty acid biosynthetic process	FABP5/IL1B/ANXA1/APOC1/CD74/PTGS2	Up	C15_B_memory_MS4A1	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:2001140	positive regulation of phospholipid transport	DBI/PRELID1/APOE	Up	C15_B_memory_MS4A1	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:1905954	positive regulation of lipid localization	DBI/NFKBIA/PRELID1/MIF/ANXA2/IL1B/PLIN2/APOE/RETN	Up	C15_B_memory_MS4A1	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	IL1B/PTGS2/CD74/FABP5	Up	C3_Epithelial_AT2_ABCA3	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0045444	fat cell differentiation	RGS2/GPX1/PIM1/CEBPB/FFAR2/METRNL/PTGS2/SOD2/LRG1/MAFB/PSMB8/KLF4/DDIT3/ZFP36L1/ZFP36L2/STK4/ZFP36/CEBPD/ID2/FOSL2	Up	C3_Epithelial_AT2_ABCA3	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:1905954	positive regulation of lipid localization	IL1B/PRELID1/SPP1/NFKBIA/ABCA1/MIF/PLIN2/DBI/ABCG1/EHD1/ACSL1	Up	C3_Epithelial_AT2_ABCA3	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0045600	positive regulation of fat cell differentiation	PIM1/CEBPB/METRNL/PTGS2/ZFP36L1/STK4/ZFP36/ID2	Up	C3_Epithelial_AT2_ABCA3	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0032370	positive regulation of lipid transport	IL1B/PRELID1/SPP1/NFKBIA/ABCA1/MIF/DBI/ABCG1/ACSL1	Up	C3_Epithelial_AT2_ABCA3	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0032365	intracellular lipid transport	NPC1/LDLR/CERT1/ABCD3/LRP6/VPS54/TMEM41B/RELCH/VPS53	Down	C3_Epithelial_AT2_ABCA3	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0006869	lipid transport	ABCA3/ATP11A/ATP8A1/ABCC4/NPC1/VPS13B/SLCO3A1/LDLR/SFTPA1/VPS13A/SREBF2/OSBPL3/CHKA/ATP9B/CD36/ATP8B1/CRY1/PRKN/MFSD2A/ESYT2/CERT1/VPS13D/XKR6/VPS13C/ABCD3/LRP6/OSBPL10/ESYT3/ATP10A/VPS54/PITPNM2/TMEM41B/GULP1/CFTR/RELCH/SLC5A8/VPS53/OSBPL9/PLA2G4F/SLC10A7/PDZD8/KCNQ1	Down	C3_Epithelial_AT2_ABCA3	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:1905954	positive regulation of lipid localization	PRELID1/DBI/APOE/MIF/IL1B/PLIN3/EHD1/ACSL1/SPP1/OSBPL11/ANXA2/PLIN2/PPARG/NFKBIA	Up	C7_Vascular endothelial_PECAM1	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0030730	sequestering of triglyceride	IL1B/PLIN3/OSBPL11/PLIN2/PPARG	Up	C7_Vascular endothelial_PECAM1	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0050873	brown fat cell differentiation	CEBPB/METRNL/FABP4/LRG1/LAMB3/RGS2/ARL4A/PIM1	Up	C7_Vascular endothelial_PECAM1	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:1905952	regulation of lipid localization	TSPO/PRELID1/DBI/APOC1/APOE/MIF/IL1B/LAMTOR1/PLIN3/EHD1/ACSL1/SPP1/OSBPL11/ANXA2/PLIN2/PPARG/NFKBIA	Up	C7_Vascular endothelial_PECAM1	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0019915	lipid storage	NPC2/APOE/HEXB/IL1B/PLIN3/LIPA/EHD1/OSBPL11/PLIN2/PPARG/NFKBIA	Up	C7_Vascular endothelial_PECAM1	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0010889	regulation of sequestering of triglyceride	PLIN3/OSBPL11/PLIN2/PPARG	Up	C7_Vascular endothelial_PECAM1	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0032370	positive regulation of lipid transport	PRELID1/DBI/APOE/MIF/IL1B/ACSL1/SPP1/ANXA2/PPARG/NFKBIA	Up	C7_Vascular endothelial_PECAM1	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0006636	unsaturated fatty acid biosynthetic process	FABP5/CBR1/CD74/ALOX15/MIF/IL1B/PTGES2	Up	C7_Vascular endothelial_PECAM1	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0045444	fat cell differentiation	GPX1/CEBPB/MAFB/KLF5/METRNL/DDIT3/FABP4/LRG1/LAMB3/RGS2/ZFP36L2/ARL4A/PIM1/OSBPL11/CEBPD/SOD2/PPARG/KLF4/ZFP36	Up	C7_Vascular endothelial_PECAM1	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0033559	unsaturated fatty acid metabolic process	GPX1/GSTP1/GPX4/FABP5/CBR1/GSTA1/CD74/ALOX15/MIF/IL1B/PTGES2	Up	C7_Vascular endothelial_PECAM1	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0090206	negative regulation of cholesterol metabolic process	SOD1/APOE/CH25H	Up	C7_Vascular endothelial_PECAM1	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0045444	fat cell differentiation	GPX1/CEBPB/CCDC85B/ZFP36/METRNL/XBP1/DDIT3/PSMB8/PIM1/ZFP36L1/KLF4/PTGS2/ARL4A/ZFP36L2/NR4A2/SOD2/RGS2/CEBPD	Up	C19_Mast_CPA3	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:2001279	regulation of unsaturated fatty acid biosynthetic process	CD74/PTGS2/IL1B/ANXA1	Up	C19_Mast_CPA3	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0006636	unsaturated fatty acid biosynthetic process	MIF/CD74/PTGS2/PTGES3/IL1B/ANXA1	Up	C19_Mast_CPA3	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0045723	positive regulation of fatty acid biosynthetic process	CD74/PTGS2/IL1B/ANXA1	Up	C19_Mast_CPA3	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0045598	regulation of fat cell differentiation	CEBPB/CCDC85B/ZFP36/METRNL/XBP1/DDIT3/PIM1/ZFP36L1/PTGS2/ZFP36L2/SOD2	Up	C19_Mast_CPA3	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0050873	brown fat cell differentiation	CEBPB/METRNL/PIM1/PTGS2/ARL4A/RGS2	Up	C19_Mast_CPA3	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0045600	positive regulation of fat cell differentiation	CEBPB/ZFP36/METRNL/XBP1/PIM1/ZFP36L1/PTGS2	Up	C19_Mast_CPA3	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:2001140	positive regulation of phospholipid transport	DBI/PRELID1/APOE	Up	C19_Mast_CPA3	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0046466	membrane lipid catabolic process	ASAH1/GLA/NEU1/PPT1/NAGA/HEXB	Up	C1_Fibroblasts_RORA	Lung	GSE157344_Lung	Bost P et al. (BALF)
GO:0019377	glycolipid catabolic process	GLA/NEU1/NAGA/HEXB	Up	C1_Fibroblasts_RORA	Lung	GSE157344_Lung	Bost P et al. (BALF)
